ds,y,trend,yhat,yhat_lower,yhat_upper,trend_lower,trend_upper
2021-01-04,199.92,165.72822156355457,100.27823276244628,-16.952212141119045,235.3817381222122,165.7273448977699,165.72869362972747
2021-01-11,161.28,165.39428427125696,122.940879042261,-4.401433156067458,255.13429125311984,165.3916751210185,165.39736335756504
2021-01-18,204.96,165.06034697895927,129.34757690609632,2.9441325120356887,248.30648016175613,165.05428052264304,165.06675793162623
2021-01-25,124.32,164.72640968666167,114.2051606245588,-8.09963501292061,238.7936874116846,164.71708510114294,164.73661572429754
