ds,y,trend,yhat,yhat_lower,yhat_upper,trend_lower,trend_upper
2021-01-04,199.92,165.72822156355457,100.27823276244628,-29.90852296000941,223.75563784915047,165.72787036559941,165.72835634336457
2021-01-11,161.28,165.39428427125696,122.940879042261,-2.71919282352213,251.97802991791926,165.3914749251998,165.39568739863398
2021-01-18,204.96,165.06034697895927,129.34757690609632,7.588413142823116,258.9831578987697,165.05459852310713,165.06433995908378
2021-01-25,124.32,164.72640968666167,114.2051606245588,-3.118165232023223,240.98606073112902,164.7173752485504,164.73389228602716
2021-02-01,192.36,164.392472394364,105.81474814975336,-17.446162735111262,237.14699553757865,164.37949978009178,164.40386428638507
2021-02-08,129.36,164.05853510206634,106.65561300552598,-19.038459163860846,222.49556569522397,164.04153212305977,164.0737973739926
2021-02-15,143.64,163.7245978097687,165.2973828326213,27.51509262193154,285.23435599652186,163.70244031335636,163.74365072213067
2021-02-22,178.08,163.39066051747102,210.95830129673914,79.8307600782838,336.97936581966803,163.36357658031747,163.41412388361488
